"2002 Kentucky Residential Code (Premium) Renewal Corporate, 3y",KY-P-2002-000001-Corporateu3yR,8710SKY02LR
"2003 Michigan Residential Code (Premium) 1, 1y",MI-P-2003-000013-1u1y,8710SMI03A
"2003 Michigan Residential Code (Premium) 1, 3y",MI-P-2003-000013-1u3y,8710SMI03G
"2003 Michigan Residential Code (Premium) 1, 6m",MI-P-2003-000013-1u6m,8710SMI03
"2003 Michigan Residential Code (Premium) 25, 1y",MI-P-2003-000013-25u1y,8710SMI03C
"2003 Michigan Residential Code (Premium) 25, 3y",MI-P-2003-000013-25u3y,8710SMI03J
"2003 Michigan Residential Code (Premium) 50, 1y",MI-P-2003-000013-50u1y,8710SMI03D
"2003 Michigan Residential Code (Premium) 50, 3y",MI-P-2003-000013-50u3y,8710SMI03K
"2003 Michigan Residential Code (Premium) 5, 1y",MI-P-2003-000013-5u1y,8710SMI03B
"2003 Michigan Residential Code (Premium) 5, 3y",MI-P-2003-000013-5u3y,8710SMI03H
"2003 Michigan Residential Code (Premium) Corporate, 1y",MI-P-2003-000013-Corporateu1y,8710SMI03
"2003 Michigan Residential Code (Premium) Corporate, 3y",MI-P-2003-000013-Corporateu3y,8710SMI03L
"2003 Michigan Residential Code (Premium) Renewal 1, 1y",MI-P-2003-000013-1u1yR,8710SMI03AR
"2003 Michigan Residential Code (Premium) Renewal 1, 3y",MI-P-2003-000013-1u3yR,8710SMI03GR
"2003 Michigan Residential Code (Premium) Renewal 1, 6m",MI-P-2003-000013-1u6mR,8710SMI03R
"2003 Michigan Residential Code (Premium) Renewal 25, 1y",MI-P-2003-000013-25u1yR,8710SMI03CR
"2003 Michigan Residential Code (Premium) Renewal 25, 3y",MI-P-2003-000013-25u3yR,8710SMI03JR
"2003 Michigan Residential Code (Premium) Renewal 50, 1y",MI-P-2003-000013-50u1yR,8710SMI03DR
"2003 Michigan Residential Code (Premium) Renewal 50, 3y",MI-P-2003-000013-50u3yR,8710SMI03KR
"2003 Michigan Residential Code (Premium) Renewal 5, 1y",MI-P-2003-000013-5u1yR,8710SMI03BR
"2003 Michigan Residential Code (Premium) Renewal 5, 3y",MI-P-2003-000013-5u3yR,8710SMI03HR
"2003 Michigan Residential Code (Premium) Renewal Corporate, 1y",MI-P-2003-000013-Corporateu1yR,8710SMI03FR
"2003 Michigan Residential Code (Premium) Renewal Corporate, 3y",MI-P-2003-000013-Corporateu3yR,8710SMI03LR
"2002 North Carolina Residential Code (Premium) 1, 1y",NC-P-2002-000011-1u1y,8710SNC02A
"2002 North Carolina Residential Code (Premium) 1, 3y",NC-P-2002-000011-1u3y,8710SNC02G
"2002 North Carolina Residential Code (Premium) 1, 6m",NC-P-2002-000011-1u6m,8710SNC02
"2002 North Carolina Residential Code (Premium) 25, 1y",NC-P-2002-000011-25u1y,8710SNC02C
"2002 North Carolina Residential Code (Premium) 25, 3y",NC-P-2002-000011-25u3y,8710SNC02J
"2002 North Carolina Residential Code (Premium) 50, 1y",NC-P-2002-000011-50u1y,8710SNC02D
"2002 North Carolina Residential Code (Premium) 50, 3y",NC-P-2002-000011-50u3y,8710SNC02K
"2002 North Carolina Residential Code (Premium) 5, 1y",NC-P-2002-000011-5u1y,8710SNC02B
"2002 North Carolina Residential Code (Premium) 5, 3y",NC-P-2002-000011-5u3y,8710SNC02H
"2002 North Carolina Residential Code (Premium) Corporate, 1y",NC-P-2002-000011-Corporateu1y,8710SNC02
"2002 North Carolina Residential Code (Premium) Corporate, 3y",NC-P-2002-000011-Corporateu3y,8710SNC02L
"2002 North Carolina Residential Code (Premium) Renewal 1, 1y",NC-P-2002-000011-1u1yR,8710SNC02AR
"2002 North Carolina Residential Code (Premium) Renewal 1, 3y",NC-P-2002-000011-1u3yR,8710SNC02GR
"2002 North Carolina Residential Code (Premium) Renewal 1, 6m",NC-P-2002-000011-1u6mR,8710SNC02R
"2002 North Carolina Residential Code (Premium) Renewal 25, 1y",NC-P-2002-000011-25u1yR,8710SNC02CR
"2002 North Carolina Residential Code (Premium) Renewal 25, 3y",NC-P-2002-000011-25u3yR,8710SNC02JR
"2002 North Carolina Residential Code (Premium) Renewal 50, 1y",NC-P-2002-000011-50u1yR,8710SNC02DR
"2002 North Carolina Residential Code (Premium) Renewal 50, 3y",NC-P-2002-000011-50u3yR,8710SNC02KR
"2002 North Carolina Residential Code (Premium) Renewal 5, 1y",NC-P-2002-000011-5u1yR,8710SNC02BR
"2002 North Carolina Residential Code (Premium) Renewal 5, 3y",NC-P-2002-000011-5u3yR,8710SNC02HR
"2002 North Carolina Residential Code (Premium) Renewal Corporate, 1y",NC-P-2002-000011-Corporateu1yR,8710SNC02FR
"2002 North Carolina Residential Code (Premium) Renewal Corporate, 3y",NC-P-2002-000011-Corporateu3yR,8710SNC02LR
"Residential Code of New York State, 2007 (Premium) 1, 1y",NY-P-2007-000003-1u1y,8710SNY07A
"Residential Code of New York State, 2007 (Premium) 1, 3y",NY-P-2007-000003-1u3y,8710SNY07G
"Residential Code of New York State, 2007 (Premium) 1, 6m",NY-P-2007-000003-1u6m,8710SNY07
"Residential Code of New York State, 2007 (Premium) 25, 1y",NY-P-2007-000003-25u1y,8710SNY07C
"Residential Code of New York State, 2007 (Premium) 25, 3y",NY-P-2007-000003-25u3y,8710SNY07J
"Residential Code of New York State, 2007 (Premium) 50, 1y",NY-P-2007-000003-50u1y,8710SNY07D
"Residential Code of New York State, 2007 (Premium) 50, 3y",NY-P-2007-000003-50u3y,8710SNY07K
"Residential Code of New York State, 2007 (Premium) 5, 1y",NY-P-2007-000003-5u1y,8710SNY07B
"Residential Code of New York State, 2007 (Premium) 5, 3y",NY-P-2007-000003-5u3y,8710SNY07H
"Residential Code of New York State, 2007 (Premium) Corporate, 1y",NY-P-2007-000003-Corporateu1y,8710SNY07
"Residential Code of New York State, 2007 (Premium) Corporate, 3y",NY-P-2007-000003-Corporateu3y,8710SNY07L
"Residential Code of New York State, 2007 (Premium) Renewal 1, 1y",NY-P-2007-000003-1u1yR,8710SNY07AR
"Residential Code of New York State, 2007 (Premium) Renewal 1, 3y",NY-P-2007-000003-1u3yR,8710SNY07GR
"Residential Code of New York State, 2007 (Premium) Renewal 1, 6m",NY-P-2007-000003-1u6mR,8710SNY07R
"Residential Code of New York State, 2007 (Premium) Renewal 25, 1y",NY-P-2007-000003-25u1yR,8710SNY07CR
"Residential Code of New York State, 2007 (Premium) Renewal 25, 3y",NY-P-2007-000003-25u3yR,8710SNY07JR
"Residential Code of New York State, 2007 (Premium) Renewal 50, 1y",NY-P-2007-000003-50u1yR,8710SNY07DR
"Residential Code of New York State, 2007 (Premium) Renewal 50, 3y",NY-P-2007-000003-50u3yR,8710SNY07KR
"Residential Code of New York State, 2007 (Premium) Renewal 5, 1y",NY-P-2007-000003-5u1yR,8710SNY07BR
"Residential Code of New York State, 2007 (Premium) Renewal 5, 3y",NY-P-2007-000003-5u3yR,8710SNY07HR
"Residential Code of New York State, 2007 (Premium) Renewal Corporate, 1y",NY-P-2007-000003-Corporateu1yR,8710SNY07FR
"Residential Code of New York State, 2007 (Premium) Renewal Corporate, 3y",NY-P-2007-000003-Corporateu3yR,8710SNY07LR
"2006 Residential Code for Ohio (Premium) 1, 1y",OH-P-2006-000001-1u1y,8710SOH06A
"2006 Residential Code for Ohio (Premium) 1, 3y",OH-P-2006-000001-1u3y,8710SOH06G
"2006 Residential Code for Ohio (Premium) 1, 6m",OH-P-2006-000001-1u6m,8710SOH06
"2006 Residential Code for Ohio (Premium) 25, 1y",OH-P-2006-000001-25u1y,8710SOH06C
"2006 Residential Code for Ohio (Premium) 25, 3y",OH-P-2006-000001-25u3y,8710SOH06J
"2006 Residential Code for Ohio (Premium) 50, 1y",OH-P-2006-000001-50u1y,8710SOH06D
"2006 Residential Code for Ohio (Premium) 50, 3y",OH-P-2006-000001-50u3y,8710SOH06K
"2006 Residential Code for Ohio (Premium) 5, 1y",OH-P-2006-000001-5u1y,8710SOH06B
"2006 Residential Code for Ohio (Premium) 5, 3y",OH-P-2006-000001-5u3y,8710SOH06H
"2006 Residential Code for Ohio (Premium) Corporate, 1y",OH-P-2006-000001-Corporateu1y,8710SOH06
"2006 Residential Code for Ohio (Premium) Corporate, 3y",OH-P-2006-000001-Corporateu3y,8710SOH06L
"2006 Residential Code for Ohio (Premium) Renewal 1, 1y",OH-P-2006-000001-1u1yR,8710SOH06AR
"2006 Residential Code for Ohio (Premium) Renewal 1, 3y",OH-P-2006-000001-1u3yR,8710SOH06GR
"2006 Residential Code for Ohio (Premium) Renewal 1, 6m",OH-P-2006-000001-1u6mR,8710SOH06R
"2006 Residential Code for Ohio (Premium) Renewal 25, 1y",OH-P-2006-000001-25u1yR,8710SOH06CR
"2006 Residential Code for Ohio (Premium) Renewal 25, 3y",OH-P-2006-000001-25u3yR,8710SOH06JR
"2006 Residential Code for Ohio (Premium) Renewal 50, 1y",OH-P-2006-000001-50u1yR,8710SOH06DR
"2006 Residential Code for Ohio (Premium) Renewal 50, 3y",OH-P-2006-000001-50u3yR,8710SOH06KR
"2006 Residential Code for Ohio (Premium) Renewal 5, 1y",OH-P-2006-000001-5u1yR,8710SOH06BR
"2006 Residential Code for Ohio (Premium) Renewal 5, 3y",OH-P-2006-000001-5u3yR,8710SOH06HR
"2006 Residential Code for Ohio (Premium) Renewal Corporate, 1y",OH-P-2006-000001-Corporateu1yR,8710SOH06FR
"2006 Residential Code for Ohio (Premium) Renewal Corporate, 3y",OH-P-2006-000001-Corporateu3yR,8710SOH06LR
"South Carolina Residential Code (Premium) 1, 1y",SC-P-2003-000002-1u1y,8710SSC03A
"South Carolina Residential Code (Premium) 1, 3y",SC-P-2003-000002-1u3y,8710SSC03G
"South Carolina Residential Code (Premium) 1, 6m",SC-P-2003-000002-1u6m,8710SSC03
"South Carolina Residential Code (Premium) 25, 1y",SC-P-2003-000002-25u1y,8710SSC03C
"South Carolina Residential Code (Premium) 25, 3y",SC-P-2003-000002-25u3y,8710SSC03J
"South Carolina Residential Code (Premium) 50, 1y",SC-P-2003-000002-50u1y,8710SSC03D
"South Carolina Residential Code (Premium) 50, 3y",SC-P-2003-000002-50u3y,8710SSC03K
"South Carolina Residential Code (Premium) 5, 1y",SC-P-2003-000002-5u1y,8710SSC03B
"South Carolina Residential Code (Premium) 5, 3y",SC-P-2003-000002-5u3y,8710SSC03H
"South Carolina Residential Code (Premium) Corporate, 1y",SC-P-2003-000002-Corporateu1y,8710SSC03
"South Carolina Residential Code (Premium) Corporate, 3y",SC-P-2003-000002-Corporateu3y,8710SSC03L
"South Carolina Residential Code (Premium) Renewal 1, 1y",SC-P-2003-000002-1u1yR,8710SSC03AR
"South Carolina Residential Code (Premium) Renewal 1, 3y",SC-P-2003-000002-1u3yR,8710SSC03GR
"South Carolina Residential Code (Premium) Renewal 1, 6m",SC-P-2003-000002-1u6mR,8710SSC03R
"South Carolina Residential Code (Premium) Renewal 25, 1y",SC-P-2003-000002-25u1yR,8710SSC03CR
"South Carolina Residential Code (Premium) Renewal 25, 3y",SC-P-2003-000002-25u3yR,8710SSC03JR
"South Carolina Residential Code (Premium) Renewal 50, 1y",SC-P-2003-000002-50u1yR,8710SSC03DR
"South Carolina Residential Code (Premium) Renewal 50, 3y",SC-P-2003-000002-50u3yR,8710SSC03KR
"South Carolina Residential Code (Premium) Renewal 5, 1y",SC-P-2003-000002-5u1yR,8710SSC03BR
"South Carolina Residential Code (Premium) Renewal 5, 3y",SC-P-2003-000002-5u3yR,8710SSC03HR
"South Carolina Residential Code (Premium) Renewal Corporate, 1y",SC-P-2003-000002-Corporateu1yR,8710SSC03FR
"South Carolina Residential Code (Premium) Renewal Corporate, 3y",SC-P-2003-000002-Corporateu3yR,8710SSC03LR
"2006 South Carolina Residential Code (Premium) 1, 1y",SC-P-2007-000002-1u1y,8710SSC07A
"2006 South Carolina Residential Code (Premium) 1, 3y",SC-P-2007-000002-1u3y,8710SSC07G
"2006 South Carolina Residential Code (Premium) 1, 6m",SC-P-2007-000002-1u6m,8710SSC07
"2006 South Carolina Residential Code (Premium) 25, 1y",SC-P-2007-000002-25u1y,8710SSC07C
"2006 South Carolina Residential Code (Premium) 25, 3y",SC-P-2007-000002-25u3y,8710SSC07J
"2006 South Carolina Residential Code (Premium) 50, 1y",SC-P-2007-000002-50u1y,8710SSC07D
"2006 South Carolina Residential Code (Premium) 50, 3y",SC-P-2007-000002-50u3y,8710SSC07K
"2006 South Carolina Residential Code (Premium) 5, 1y",SC-P-2007-000002-5u1y,8710SSC07B
"2006 South Carolina Residential Code (Premium) 5, 3y",SC-P-2007-000002-5u3y,8710SSC07H
"2006 South Carolina Residential Code (Premium) Corporate, 1y",SC-P-2007-000002-Corporateu1y,8710SSC07
"2006 South Carolina Residential Code (Premium) Corporate, 3y",SC-P-2007-000002-Corporateu3y,8710SSC07L
"2006 South Carolina Residential Code (Premium) Renewal 1, 1y",SC-P-2007-000002-1u1yR,8710SSC07AR
"2006 South Carolina Residential Code (Premium) Renewal 1, 3y",SC-P-2007-000002-1u3yR,8710SSC07GR
"2006 South Carolina Residential Code (Premium) Renewal 1, 6m",SC-P-2007-000002-1u6mR,8710SSC07R
"2006 South Carolina Residential Code (Premium) Renewal 25, 1y",SC-P-2007-000002-25u1yR,8710SSC07CR
"2006 South Carolina Residential Code (Premium) Renewal 25, 3y",SC-P-2007-000002-25u3yR,8710SSC07JR
"2006 South Carolina Residential Code (Premium) Renewal 50, 1y",SC-P-2007-000002-50u1yR,8710SSC07DR
"2006 South Carolina Residential Code (Premium) Renewal 50, 3y",SC-P-2007-000002-50u3yR,8710SSC07KR
"2006 South Carolina Residential Code (Premium) Renewal 5, 1y",SC-P-2007-000002-5u1yR,8710SSC07BR
"2006 South Carolina Residential Code (Premium) Renewal 5, 3y",SC-P-2007-000002-5u3yR,8710SSC07HR
"2006 South Carolina Residential Code (Premium) Renewal Corporate, 1y",SC-P-2007-000002-Corporateu1yR,8710SSC07FR
"2006 South Carolina Residential Code (Premium) Renewal Corporate, 3y",SC-P-2007-000002-Corporateu3yR,8710SSC07LR
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) 1, 1y",CA-P-2007-000007-1u1y,8712SCA07A
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) 1, 3y",CA-P-2007-000007-1u3y,8712SCA07G
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) 1, 6m",CA-P-2007-000007-1u6m,8712SCA07
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) 25, 1y",CA-P-2007-000007-25u1y,8712SCA07C
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) 25, 3y",CA-P-2007-000007-25u3y,8712SCA07J
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) 50, 1y",CA-P-2007-000007-50u1y,8712SCA07D
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) 50, 3y",CA-P-2007-000007-50u3y,8712SCA07K
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) 5, 1y",CA-P-2007-000007-5u1y,8712SCA07B
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) 5, 3y",CA-P-2007-000007-5u3y,8712SCA07H
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) Corporate, 1y",CA-P-2007-000007-Corporateu1y,8712SCA07
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) Corporate, 3y",CA-P-2007-000007-Corporateu3y,8712SCA07L
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) Renewal 1, 1y",CA-P-2007-000007-1u1yR,8712SCA07AR
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) Renewal 1, 3y",CA-P-2007-000007-1u3yR,8712SCA07GR
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) Renewal 1, 6m",CA-P-2007-000007-1u6mR,8712SCA07R
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) Renewal 25, 1y",CA-P-2007-000007-25u1yR,8712SCA07CR
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) Renewal 25, 3y",CA-P-2007-000007-25u3yR,8712SCA07JR
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) Renewal 50, 1y",CA-P-2007-000007-50u1yR,8712SCA07DR
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) Renewal 50, 3y",CA-P-2007-000007-50u3yR,8712SCA07KR
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) Renewal 5, 1y",CA-P-2007-000007-5u1yR,8712SCA07BR
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) Renewal 5, 3y",CA-P-2007-000007-5u3yR,8712SCA07HR
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) Renewal Corporate, 1y",CA-P-2007-000007-Corporateu1yR,8712SCA07FR
"2007 California Referenced Standards Code, Title 24 Part 12 (Premium) Renewal Corporate, 3y",CA-P-2007-000007-Corporateu3yR,8712SCA07LR
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) 1, 1y",CA-P-2008-000001-1u1y,8713SCA08A
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) 1, 3y",CA-P-2008-000001-1u3y,8713SCA08G
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) 1, 6m",CA-P-2008-000001-1u6m,8713SCA08
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) 25, 1y",CA-P-2008-000001-25u1y,8713SCA08C
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) 25, 3y",CA-P-2008-000001-25u3y,8713SCA08J
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) 50, 1y",CA-P-2008-000001-50u1y,8713SCA08D
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) 50, 3y",CA-P-2008-000001-50u3y,8713SCA08K
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) 5, 1y",CA-P-2008-000001-5u1y,8713SCA08B
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) 5, 3y",CA-P-2008-000001-5u3y,8713SCA08H
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) Corporate, 1y",CA-P-2008-000001-Corporateu1y,8713SCA08
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) Corporate, 3y",CA-P-2008-000001-Corporateu3y,8713SCA08L
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) Renewal 1, 1y",CA-P-2008-000001-1u1yR,8713SCA08AR
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) Renewal 1, 3y",CA-P-2008-000001-1u3yR,8713SCA08GR
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) Renewal 1, 6m",CA-P-2008-000001-1u6mR,8713SCA08R
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) Renewal 25, 1y",CA-P-2008-000001-25u1yR,8713SCA08CR
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) Renewal 25, 3y",CA-P-2008-000001-25u3yR,8713SCA08JR
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) Renewal 50, 1y",CA-P-2008-000001-50u1yR,8713SCA08DR
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) Renewal 50, 3y",CA-P-2008-000001-50u3yR,8713SCA08KR
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) Renewal 5, 1y",CA-P-2008-000001-5u1yR,8713SCA08BR
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) Renewal 5, 3y",CA-P-2008-000001-5u3yR,8713SCA08HR
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) Renewal Corporate, 1y",CA-P-2008-000001-Corporateu1yR,8713SCA08FR
"2008 California Green Building Standards Code, Title 24 Part 11 (Premium) Renewal Corporate, 3y",CA-P-2008-000001-Corporateu3yR,8713SCA08LR
"2006 IRC",CC-P-2006-000002-1u1y,871S06A
"2006 IRC",CC-P-2006-000002-1u3y,871S06G
"2006 IRC",CC-P-2006-000002-1u6m,871S06
"2006 IRC",CC-P-2006-000002-25u1y,871S06C
"2006 IRC",CC-P-2006-000002-25u3y,871S06J
"2006 IRC",CC-P-2006-000002-50u1y,871S06D
"2006 IRC",CC-P-2006-000002-50u3y,871S06K
"2006 IRC",CC-P-2006-000002-5u1y,871S06B
"2006 IRC",CC-P-2006-000002-5u3y,871S06H
"2006 IRC",CC-P-2006-000002-Corporateu1y,871S06
"2006 IRC",CC-P-2006-000002-Corporateu3y,871S06L
"2006 IRC",CC-P-2006-000002-1u1yR,871S06AR
"2006 IRC",CC-P-2006-000002-1u3yR,871S06GR
"2006 IRC",CC-P-2006-000002-1u6mR,871S06R
"2006 IRC",CC-P-2006-000002-25u1yR,871S06CR
"2006 IRC",CC-P-2006-000002-25u3yR,871S06JR
"2006 IRC",CC-P-2006-000002-50u1yR,871S06DR
"2006 IRC",CC-P-2006-000002-50u3yR,871S06KR
"2006 IRC",CC-P-2006-000002-5u1yR,871S06BR
"2006 IRC",CC-P-2006-000002-5u3yR,871S06HR
"2006 IRC",CC-P-2006-000002-Corporateu1yR,871S06FR
"2006 IRC",CC-P-2006-000002-Corporateu3yR,871S06LR
"2006 IRC",CC-P-2006-000013-1u1y,871S061A
"2006 IRC",CC-P-2006-000013-1u3y,871S061G
"2006 IRC",CC-P-2006-000013-1u6m,871S061
"2006 IRC",CC-P-2006-000013-25u1y,871S061C
"2006 IRC",CC-P-2006-000013-25u3y,871S061J
"2006 IRC",CC-P-2006-000013-50u1y,871S061D
"2006 IRC",CC-P-2006-000013-50u3y,871S061K
"2006 IRC",CC-P-2006-000013-5u1y,871S061B
"2006 IRC",CC-P-2006-000013-5u3y,871S061H
"2006 IRC",CC-P-2006-000013-Corporateu1y,871S061
"2006 IRC",CC-P-2006-000013-Corporateu3y,871S061L
"2006 IRC",CC-P-2006-000013-1u1yR,871S061AR
"2006 IRC",CC-P-2006-000013-1u3yR,871S061GR
"2006 IRC",CC-P-2006-000013-1u6mR,871S061R
"2006 IRC",CC-P-2006-000013-25u1yR,871S061CR
"2006 IRC",CC-P-2006-000013-25u3yR,871S061JR
"2006 IRC",CC-P-2006-000013-50u1yR,871S061DR
